,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
5086,Non,Non,Non,Non,1.11606,5087,Monastir,Teboulba
5087,Non,Non,Non,NSP,1.07766,5088,Monastir,Ouerdanine
5088,NSP,Non,Non,Non,1.49946,5089,Monastir,Sahline
5089,Non,Non,Non,Non,1.11606,5090,Monastir,Ksar Helal
5090,Non,Non,Non,Non,1.23719,5091,Monastir,Sayada-Lamta Bou-Hjar
5091,Non,Non,Non,Non,1.05948,5092,Monastir,Sahline
5092,Oui,Non,Non,Non,1.23719,5093,Monastir,Moknine
5093,Non,Non,Non,Non,0.92033,5094,Monastir,Sahline
5094,Oui,Non,Non,Non,1.05948,5095,Monastir,Bekalta
5095,Non,Non,Non,Non,1.05948,5096,Monastir,Zermadine
5096,Oui,Non,Non,Non,0.92033,5097,Monastir,Bembla
5097,Non,Non,Non,Non,1.23719,5098,Monastir,Moknine
5098,Non,Non,Non,Non,1.11606,5099,Monastir,Ksibet El Mediouni
5099,Non,Non,Non,Non,1.05948,5100,Monastir,Ouerdanine
5100,Non,Non,Non,Non,1.34869,5101,Monastir,Bembla
5101,Non,Non,Non,Non,1.07766,5102,Monastir,Ksibet El Mediouni
5102,NSP,Non,Non,Non,0.92033,5103,Monastir,Teboulba
5103,Non,Non,Non,Non,1.05948,5104,Monastir,Monastir
5104,Non,Non,Non,Non,1.07766,5105,Monastir,Moknine
5105,Non,Non,Non,Non,1.05948,5106,Monastir,Monastir
5106,Non,Non,Non,Non,1.17605,5107,Monastir,Moknine
5107,NSP,Non,Non,Non,1.11606,5108,Monastir,Teboulba
5108,Non,"Oui, une voiture personelle",Non,Non,1.05948,5109,Monastir,Bembla
5109,Non,"Oui, une voiture personelle",Non,Non,1.49946,5110,Monastir,Monastir
5110,Oui,"Oui, une voiture personelle",Non,Non,1.05948,5111,Monastir,Monastir
5111,Non,"Oui, une voiture personelle",Oui,Non,1.17605,5112,Monastir,Monastir
5112,Non,"Oui, une voiture personelle",Oui,Non,1.17605,5113,Monastir,Monastir
5113,Non,"Oui, une voiture personelle",Non,Non,1.11606,5114,Monastir,Sayada-Lamta Bou-Hjar
5114,Non,"Oui, une voiture personelle",Non,Non,1.11606,5115,Monastir,Beni Hassen
5115,Oui,"Oui, une voiture personelle",Non,Non,0.92033,5116,Monastir,Ksar Helal
5116,Oui,"Oui, une voiture personelle",Non,Non,1.05948,5117,Monastir,Sayada-Lamta Bou-Hjar
5117,Non,"Oui, une voiture de fonction",Non,Non,0.92033,5118,Monastir,Teboulba
5118,NSP,"Oui, une voiture personelle",Non,Non,1.07766,5119,Monastir,Sahline
5119,Non,"Oui, une voiture personelle",Non,Non,1.07766,5120,Monastir,Ksar Helal
5120,NSP,"Oui, une voiture personelle",Non,Non,1.49946,5121,Monastir,Ksibet El Mediouni
5121,Non,"Oui, une voiture personelle",Non,Non,1.23719,5122,Monastir,Zermadine
5122,Non,"Oui, une voiture personelle",Non,Non,1.05948,5123,Monastir,Zermadine
5123,NSP,"Oui, une voiture personelle",Non,Non,1.11606,5124,Monastir,Jammel
5124,NSP,"Oui, une voiture personelle",Non,Oui,1.34869,5125,Monastir,Monastir
5125,Non,"Oui, une voiture personelle",Non,Non,1.05948,5126,Monastir,Ksar Helal
5126,NSP,"Oui, une voiture personelle",Non,Non,1.05948,5127,Monastir,Moknine
5127,NSP,"Oui, une voiture personelle",Non,Non,1.11606,5128,Monastir,Sahline
5128,Oui,"Oui, une voiture personelle",Non,Non,1.11606,5129,Monastir,Jammel
5129,Non,"Oui, une voiture personelle",Non,Non,1.34869,5130,Monastir,Sahline
5130,Non,"Oui, une voiture personelle",Non,Non,1.11606,5131,Monastir,Ksar Helal
5131,Oui,"Oui, une voiture personelle",Non,Oui,1.07766,5132,Monastir,Bembla
5132,Non,"Oui, une voiture personelle",Non,Non,1.49946,5133,Monastir,Teboulba
5133,Non,"Oui, une voiture personelle",Oui,Non,1.07766,5134,Monastir,Zermadine
5134,Non,"Oui, une voiture de fonction",Non,Non,1.05948,5135,Monastir,Ouerdanine
5135,Non,"Oui, une voiture personelle",Non,Non,1.34869,5136,Monastir,Monastir
5136,Non,"Oui, une voiture de fonction",Non,Non,0.92033,5137,Monastir,Monastir
5137,Non,"Oui, une voiture personelle",Non,Non,0.92033,5138,Monastir,Ksibet El Mediouni
5138,Non,"Oui, une voiture personelle",Non,Non,0.92033,5139,Monastir,Sayada-Lamta Bou-Hjar
5139,Non,"Oui, une voiture personelle",Non,Non,1.23719,5140,Monastir,Beni Hassen
5140,NSP,"Oui, une voiture personelle",Non,Non,1.11606,5141,Monastir,Ksar Helal
5141,Non,"Oui, une voiture personelle",Non,Non,0.92033,5142,Monastir,Jammel
5142,Non,"Oui, une voiture personelle",Non,Non,1.23719,5143,Monastir,Sahline
5143,Non,Non,Non,Non,1.23719,5144,Monastir,Bembla
5144,Non,Non,Non,Non,1.23719,5145,Monastir,Ksibet El Mediouni
5145,NSP,Non,Non,Non,1.49946,5146,Monastir,Bembla
5146,Non,Non,Non,Non,1.23719,5147,Monastir,Monastir
5147,Non,Non,Non,Non,1.05948,5148,Monastir,Sahline
5148,Non,Non,Non,Non,1.23719,5149,Monastir,Monastir
5149,NSP,Non,Non,Non,1.23719,5150,Monastir,Moknine
5150,Non,Non,Non,Non,1.17605,5151,Monastir,Bekalta
5151,Non,Non,Non,Non,1.07766,5152,Monastir,Moknine
5152,NSP,Non,Non,Non,1.07766,5153,Monastir,Jammel
5153,Non,Non,Non,Non,1.11606,5154,Monastir,Zermadine
5154,Non,Non,Non,Non,1.17605,5155,Monastir,Jammel
5155,Non,Non,Non,Non,1.07766,5156,Monastir,Zermadine
5156,Oui,Non,Non,Non,1.49946,5157,Monastir,Beni Hassen
5157,Non,Non,Non,Non,0.92033,5158,Monastir,Bekalta
5158,NSP,Non,Non,Non,1.11606,5159,Monastir,Moknine
5159,Non,"Oui, une voiture personelle",Non,Non,1.11606,5160,Monastir,Ouerdanine
5160,Non,Non,Non,Non,1.05948,5161,Monastir,Beni Hassen
5161,Non,"Oui, une voiture personelle",Non,Non,0.92033,5162,Monastir,Teboulba
5162,Non,Non,Non,Non,1.07766,5163,Monastir,Bembla
5163,NSP,Non,Non,Non,1.11606,5164,Monastir,Bembla
5164,Non,"Oui, une voiture personelle",Non,Non,1.17605,5165,Monastir,Monastir
5165,Non,"Oui, une voiture personelle",Non,Non,1.17605,5166,Monastir,Jammel
5166,Non,Non,Non,Non,1.34869,5167,Monastir,Teboulba
5167,Non,Non,Non,Non,1.23719,5168,Monastir,Sayada-Lamta Bou-Hjar
5168,NSP,"Oui, une voiture personelle",Non,Non,1.11606,5169,Monastir,Moknine
5169,Oui,"Oui, une voiture personelle",Non,Non,1.05948,5170,Monastir,Monastir
5170,Non,"Oui, une voiture personelle",Non,Non,1.07766,5171,Monastir,Bembla
5171,Non,Non,Non,Non,1.11606,5172,Monastir,Ksar Helal
5172,Non,Non,Non,Non,0.92033,5173,Monastir,Moknine
5173,NSP,Non,Non,Non,1.11606,5174,Monastir,Sayada-Lamta Bou-Hjar
5174,Non,Non,Non,Non,1.23719,5175,Monastir,Monastir
5175,Non,Non,Non,Non,1.17605,5176,Monastir,Monastir
5176,Non,Non,Non,Non,1.17605,5177,Monastir,Ksar Helal
5177,Non,Non,Non,Oui,1.23719,5178,Monastir,Ksar Helal
5178,Non,Non,Non,Non,1.07766,5179,Monastir,Jammel
5179,Non,"Oui, une voiture personelle",Non,Non,1.49946,5180,Monastir,Ksar Helal
5180,Non,"Oui, une voiture personelle",Non,Non,1.34869,5181,Monastir,Ouerdanine
5181,Oui,"Oui, une voiture personelle",Non,Non,1.05948,5182,Monastir,Ksibet El Mediouni
5182,Non,Non,Non,Non,0.92033,5183,Monastir,Monastir
5183,Non,Non,Non,Non,1.05948,5184,Monastir,Monastir
5184,Non,Non,Non,Non,1.34869,5185,Monastir,Ksibet El Mediouni
5185,Non,Non,Non,Non,1.05948,5186,Monastir,Bembla
5186,NSP,Non,Non,Non,1.23719,5187,Monastir,Ksar Helal
5187,Non,Non,Non,Non,1.49946,5188,Monastir,Monastir
5188,Non,Non,Non,Non,1.34869,5189,Monastir,Monastir
5189,Non,Non,Non,Non,1.11606,5190,Monastir,Jammel
5190,Non,Non,Non,Non,1.07766,5191,Monastir,Jammel
5191,Non,Non,Non,Non,1.34869,5192,Monastir,Moknine
5192,Non,Non,Non,Non,1.49946,5193,Monastir,Zermadine
5193,Non,Non,Non,Non,1.05948,5194,Monastir,Zermadine
5194,Non,Non,Non,Non,1.34869,5195,Monastir,Jammel
5195,Non,"Oui, une voiture de fonction",Non,Non,1.49946,5196,Monastir,Monastir
5196,Non,"Oui, une voiture personelle",Non,Non,1.11606,5197,Monastir,Bembla
5197,Oui,"Oui, une voiture personelle",Non,Non,1.05948,5198,Monastir,Ksibet El Mediouni
5198,Non,"Oui, une voiture de fonction",Non,Non,1.05948,5199,Monastir,Monastir
5199,Non,"Oui, une voiture personelle",Non,Non,1.07766,5200,Monastir,Monastir
5200,Non,"Oui, une voiture personelle",Non,Non,1.05948,5201,Monastir,Moknine
5201,Non,Non,Non,Non,0.73882,5202,Mahdia,Ksour Essef
5202,Non,Non,Non,Non,0.73882,5203,Mahdia,Chebba
5203,Non,Non,Non,Non,0.74687,5204,Mahdia,Ouled Chamekh
5204,Oui,Non,Non,Non,1.22674,5205,Mahdia,Chebba
5205,Non,Non,Non,Non,0.95818,5206,Mahdia,Mahdia
5206,Non,"Oui, une voiture personelle",Non,Non,0.79114,5207,Mahdia,Mahdia
5207,Non,"Oui, une voiture personelle",Non,Non,0.73882,5208,Mahdia,Ksour Essef
5208,Non,Non,Non,Non,0.79114,5209,Mahdia,Ksour Essef
5209,Non,Non,Non,Non,0.95818,5210,Mahdia,Ksour Essef
5210,Non,Non,Oui,Oui,0.87161,5211,Mahdia,Ksour Essef
5211,Non,Non,Non,Oui,0.84688,5212,Mahdia,Chorbane
5212,Non,Non,Non,Oui,0.74687,5213,Mahdia,Mahdia
5213,Non,"Oui, une voiture personelle",Non,Oui,0.84688,5214,Mahdia,Mahdia
5214,Non,"Oui, une voiture personelle",Oui,Oui,0.74252,5215,Mahdia,El Djem
5215,Non,Non,Non,Non,0.95818,5216,Mahdia,Sidi Alouane
5216,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5217,Mahdia,Chebba
5217,Non,Non,Non,Non,0.84688,5218,Mahdia,Chorbane
5218,Non,"Oui, une voiture personelle",Non,Non,0.95818,5219,Mahdia,Bou Merdès
5219,Non,Non,Non,Non,0.74687,5220,Mahdia,Essouassi
5220,Non,Non,Non,Non,0.84688,5221,Mahdia,Ksour Essef
5221,Non,Non,Non,Non,0.79114,5222,Mahdia,Essouassi
5222,Non,Non,Non,Non,0.74687,5223,Mahdia,Essouassi
5223,Non,Non,Non,Non,0.84688,5224,Mahdia,Essouassi
5224,Non,Non,Non,Non,0.79114,5225,Mahdia,Essouassi
5225,Non,Non,Non,Non,0.74252,5226,Mahdia,El Djem
5226,NSP,Non,Non,Non,0.74687,5227,Mahdia,Essouassi
5227,Non,Non,Non,Non,0.95818,5228,Mahdia,Bou Merdès
5228,NSP,Non,Non,Non,1.22674,5229,Mahdia,El Djem
5229,Non,Non,Non,Non,0.95818,5230,Mahdia,Bou Merdès
5230,Non,Non,Non,Non,0.87161,5231,Mahdia,Chorbane
5231,Non,Non,Non,Non,0.95818,5232,Mahdia,Essouassi
5232,Non,Non,Non,Non,0.95818,5233,Mahdia,Melloulech
5233,Non,Non,Non,Non,0.74687,5234,Mahdia,Hebira
5234,Non,Non,Non,Non,0.95818,5235,Mahdia,Sidi Alouane
5235,Non,Non,Non,Non,0.73882,5236,Mahdia,Mahdia
5236,Non,Non,Non,Non,0.84688,5237,Mahdia,El Djem
5237,Non,Non,Non,Non,0.74687,5238,Mahdia,Essouassi
5238,Oui,Non,Non,Non,0.74687,5239,Mahdia,Chorbane
5239,NSP,Non,Non,Non,0.95818,5240,Mahdia,El Djem
5240,Non,Non,Non,Non,0.95818,5241,Mahdia,Essouassi
5241,Non,Non,Non,Non,0.87161,5242,Mahdia,Essouassi
5242,Non,Non,Non,Non,0.84688,5243,Mahdia,Chorbane
5243,Non,Non,Non,Non,0.95818,5244,Mahdia,Chorbane
5244,Non,Non,Non,Non,0.73882,5245,Mahdia,Ksour Essef
5245,Non,"Oui, une voiture personelle",Non,Non,0.87161,5246,Mahdia,Hebira
5246,Non,Non,Non,Non,0.74252,5247,Mahdia,El Djem
5247,Non,Non,Non,Non,0.84688,5248,Mahdia,Bou Merdès
5248,Non,Non,Non,Non,0.95818,5249,Mahdia,Ksour Essef
5249,NSP,"Oui, une voiture personelle",Non,Non,0.73882,5250,Mahdia,Bou Merdès
5250,Non,Non,Non,Non,0.95818,5251,Mahdia,Mahdia
5251,Non,Non,Non,Non,0.79114,5252,Mahdia,Sidi Alouane
5252,NSP,Non,Non,Non,0.95818,5253,Mahdia,Essouassi
5253,Non,Non,Non,Non,0.95818,5254,Mahdia,El Djem
5254,Non,Non,Non,Non,0.95818,5255,Mahdia,Ksour Essef
5255,Non,Non,Non,Non,0.73882,5256,Mahdia,Ouled Chamekh
5256,Non,Non,Non,Non,0.95818,5257,Mahdia,Mahdia
5257,Non,"Oui, une voiture personelle",Non,Non,0.74687,5258,Mahdia,El Djem
5258,Non,Non,Non,Non,0.84688,5259,Mahdia,Mahdia
5259,Non,Non,Non,Non,0.95818,5260,Mahdia,Mahdia
5260,Non,Non,Non,Non,0.95818,5261,Mahdia,Bou Merdès
5261,Non,Non,Non,Non,0.87161,5262,Mahdia,Sidi Alouane
5262,Non,"Oui, une voiture personelle",Non,Non,0.84688,5263,Mahdia,Mahdia
5263,Non,Non,Oui,Non,0.84688,5264,Mahdia,El Djem
5264,Non,Non,Non,Non,0.95818,5265,Mahdia,Essouassi
5265,Non,Non,Non,Non,0.74687,5266,Mahdia,Sidi Alouane
5266,Non,Non,Non,Non,0.73882,5267,Mahdia,Essouassi
5267,Non,Non,Non,Non,0.74252,5268,Mahdia,Chorbane
5268,Non,Non,Non,Non,0.84688,5269,Mahdia,Sidi Alouane
5269,Non,Non,Non,Non,0.95818,5270,Mahdia,El Djem
5270,Non,Non,Non,Non,0.84688,5271,Mahdia,Mahdia
5271,Non,Non,Non,Non,0.74687,5272,Mahdia,Bou Merdès
5272,Non,Non,Non,Non,0.95818,5273,Mahdia,Chorbane
5273,Non,Non,Non,Non,0.95818,5274,Mahdia,Sidi Alouane
5274,Non,Non,Non,Non,0.74252,5275,Mahdia,Ouled Chamekh
5275,Non,Non,Non,Non,0.84688,5276,Mahdia,Chorbane
5276,Non,Non,Non,Non,0.84688,5277,Mahdia,Ouled Chamekh
5277,Non,Non,Non,Non,0.95818,5278,Mahdia,Sidi Alouane
5278,Non,Non,Non,Non,0.84688,5279,Mahdia,Essouassi
5279,Non,Non,Non,Non,0.74687,5280,Mahdia,El Djem
5280,Non,Non,Non,Non,0.95818,5281,Mahdia,Ouled Chamekh
5281,Non,Non,Non,Non,0.84688,5282,Mahdia,Ksour Essef
5282,Non,Non,Non,Non,0.74252,5283,Mahdia,Ksour Essef
5283,Non,Non,Non,Non,0.84688,5284,Mahdia,El Djem
5284,Non,Non,Non,Non,0.95818,5285,Mahdia,Essouassi
5285,Non,"Oui, une voiture personelle",Non,Non,0.79114,5286,Mahdia,Essouassi
5286,Non,Non,Non,Non,0.84688,5287,Mahdia,El Djem
5287,Non,Non,Non,Non,0.95818,5288,Mahdia,Ouled Chamekh
5288,Non,Non,Non,Non,0.84688,5289,Mahdia,Ouled Chamekh
5289,Non,Non,Non,Non,0.84688,5290,Mahdia,Bou Merdès
5290,Non,Non,Non,Non,0.84688,5291,Mahdia,Essouassi
5291,Non,Non,Non,Non,0.74252,5292,Mahdia,Ouled Chamekh
5292,Non,Non,Non,Non,0.74252,5293,Mahdia,Sidi Alouane
5293,Non,Non,Non,Non,0.79114,5294,Mahdia,El Djem
5294,Non,Non,Non,Non,0.87161,5295,Mahdia,Ksour Essef
5295,Non,Non,Non,Non,0.84688,5296,Mahdia,Essouassi
5296,Non,Non,Non,Non,0.84688,5297,Mahdia,Ksour Essef
5297,Non,Non,Non,Non,0.84688,5298,Mahdia,Ksour Essef
5298,Non,Non,Non,Non,1.22674,5299,Mahdia,Chebba
5299,Non,Non,Non,Non,0.74687,5300,Mahdia,Essouassi
5300,Non,"Oui, une voiture personelle",Non,Non,0.74252,5301,Mahdia,Mahdia
5301,Non,Non,Non,Non,0.84688,5302,Mahdia,Essouassi
5302,NSP,"Oui, une voiture personelle",Non,Non,0.84688,5303,Mahdia,Ouled Chamekh
5303,Non,Non,Non,Non,0.84688,5304,Mahdia,Ksour Essef
5304,Non,Non,Non,Non,0.95818,5305,Mahdia,Ksour Essef
5305,Non,Non,Non,Non,1.22674,5306,Mahdia,Sidi Alouane
5306,Non,Non,Non,Non,0.74687,5307,Mahdia,Chorbane
5307,Non,"Oui, une voiture personelle",Non,Non,0.84688,5308,Mahdia,Mahdia
5308,Non,Non,Non,Non,0.84688,5309,Mahdia,Hebira
5309,Non,Non,Non,Non,0.95818,5310,Mahdia,Mahdia
5310,Non,Non,Non,Non,0.84688,5311,Mahdia,Chebba
5311,Non,Non,Non,Non,0.84688,5312,Mahdia,El Djem
5312,Non,Non,Non,Non,0.74252,5313,Mahdia,El Djem
5313,Non,Non,Non,Non,1.22674,5314,Mahdia,Essouassi
5314,Non,Non,Non,Non,0.84688,5315,Mahdia,Essouassi
5315,Non,"Oui, une voiture personelle",Non,Non,1.22674,5316,Mahdia,Mahdia
5316,Non,"Oui, une voiture personelle",Non,Non,0.95818,5317,Mahdia,Melloulech
5317,Non,Non,Non,Non,1.22674,5318,Mahdia,Ksour Essef
5318,Non,Non,Non,Non,0.95818,5319,Mahdia,El Djem
5319,Non,Non,Non,Non,0.74252,5320,Mahdia,Mahdia
5320,NSP,"Oui, une voiture personelle",Non,Non,0.95818,5321,Mahdia,Mahdia
5321,Non,Non,Non,Non,0.84688,5322,Mahdia,Bou Merdès
5322,Non,"Oui, une voiture personelle",Non,Non,1.22674,5323,Mahdia,Mahdia
5323,Non,Non,Non,Non,0.84688,5324,Mahdia,Ksour Essef
5324,Oui,"Oui, une voiture de fonction",Oui,Non,0.84688,5325,Mahdia,Chebba
5325,Non,"Oui, une voiture de fonction",Non,Non,0.84688,5326,Mahdia,Ksour Essef
5326,Non,Non,Non,Non,0.74252,5327,Mahdia,Mahdia
5327,Non,Non,Non,Non,0.84688,5328,Mahdia,El Djem
5328,Non,Non,Non,Non,0.95818,5329,Mahdia,Melloulech
5329,Non,Non,Non,Non,0.74252,5330,Mahdia,Ksour Essef
5330,Non,Non,Non,Non,0.74687,5331,Mahdia,Sidi Alouane
5331,Non,Non,Non,Non,0.74252,5332,Mahdia,Chebba
5332,Non,Non,Non,Non,0.74687,5333,Mahdia,Bou Merdès
5333,NSP,Non,Non,Non,0.74687,5334,Mahdia,Sidi Alouane
5334,Non,Non,Non,Non,0.84688,5335,Mahdia,Mahdia
5335,Non,Non,Non,Non,0.87161,5336,Mahdia,Melloulech
5336,Non,Non,Non,Non,0.74687,5337,Mahdia,Mahdia
5337,Non,Non,Non,Non,0.95818,5338,Mahdia,Mahdia
5338,Non,Non,Non,Non,1.22674,5339,Mahdia,Sidi Alouane
5339,Non,Non,Non,Non,0.95818,5340,Mahdia,Chorbane
5340,Non,Non,Non,Non,0.84688,5341,Mahdia,Melloulech
5341,Non,Non,Non,Non,0.79114,5342,Mahdia,Bou Merdès
5342,Non,Non,Non,Non,0.74687,5343,Mahdia,Mahdia
5343,Non,Non,Non,Non,0.95818,5344,Mahdia,Chebba
5344,Non,Non,Non,Non,0.74252,5345,Mahdia,Chebba
5345,Oui,Non,Non,Non,0.84688,5346,Mahdia,Mahdia
5346,Non,"Oui, une voiture personelle",Non,Non,0.87161,5347,Mahdia,Ksour Essef
5347,Non,"Oui, une voiture personelle",Oui,Non,0.74252,5348,Mahdia,Melloulech
5348,Non,Non,Non,Non,0.73882,5349,Mahdia,Mahdia
5349,Non,Non,Non,Non,1.22674,5350,Mahdia,Mahdia
5350,Non,"Oui, une voiture personelle",Non,Non,1.22674,5351,Mahdia,Bou Merdès
5351,Non,Non,Non,Non,0.95818,5352,Mahdia,Sidi Alouane
5352,Non,Non,Non,Non,0.95818,5353,Mahdia,Sidi Alouane
5353,Non,Non,Non,Non,0.79114,5354,Mahdia,Melloulech
5354,Non,Non,Non,Non,0.74687,5355,Mahdia,Sidi Alouane
5355,Non,Non,Non,Non,0.95818,5356,Mahdia,Ksour Essef
5356,Non,Non,Non,Non,0.84688,5357,Mahdia,Sidi Alouane
5357,Non,Non,Non,Non,0.74252,5358,Mahdia,Mahdia
5358,Non,Non,Non,Non,0.84688,5359,Mahdia,Sidi Alouane
5359,Non,Non,Non,Non,0.95818,5360,Mahdia,Bou Merdès
5360,Non,Non,Non,Non,0.79114,5361,Mahdia,Essouassi
5361,Non,"Oui, une voiture personelle",Non,Non,0.84688,5362,Mahdia,Mahdia
5362,Non,Non,Non,Non,0.73882,5363,Mahdia,Sidi Alouane
5363,Non,Non,Non,Non,0.73882,5364,Mahdia,El Djem
5364,Non,Non,Non,Non,0.87161,5365,Mahdia,El Djem
5365,Non,Non,Non,Non,0.84688,5366,Mahdia,Essouassi
5366,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5367,Mahdia,Mahdia
5367,Oui,"Oui, une voiture personelle",Oui,Non,0.74252,5368,Mahdia,Mahdia
5368,Non,Non,Non,Non,0.79114,5369,Mahdia,Mahdia
5369,Non,"Oui, une voiture personelle",Non,Non,1.22674,5370,Mahdia,El Djem
5370,Non,"Oui, une voiture personelle",Non,Non,0.79114,5371,Mahdia,Sidi Alouane
5371,Non,"Oui, une voiture personelle",Non,Non,0.73882,5372,Mahdia,Essouassi
5372,Non,Non,Non,Non,0.74687,5373,Mahdia,El Djem
5373,Non,"Oui, une voiture personelle",Non,Non,0.87161,5374,Mahdia,El Djem
5374,Oui,"Oui, une voiture personelle",Non,Non,0.73882,5375,Mahdia,Mahdia
5375,Non,Non,Non,Non,0.87161,5376,Mahdia,Essouassi
5376,Non,Non,Non,Non,0.73882,5377,Mahdia,Essouassi
5377,Non,Non,Non,Non,0.84688,5378,Mahdia,Ksour Essef
5378,Non,Non,Non,Non,0.73882,5379,Mahdia,Chorbane
5379,Non,Non,Non,Non,0.74252,5380,Mahdia,El Djem
5380,Non,"Oui, une voiture personelle",Oui,Non,0.79114,5381,Mahdia,Chorbane
5381,Non,Non,Non,Non,0.73882,5382,Mahdia,El Djem
5382,NSP,"Oui, une voiture personelle",Non,Non,0.73882,5383,Mahdia,Mahdia
5383,Non,Non,Non,Non,0.79114,5384,Mahdia,Essouassi
5384,Non,Non,Non,Non,0.73882,5385,Mahdia,El Djem
5385,Non,"Oui, une voiture personelle",Non,Non,0.95818,5386,Mahdia,Essouassi
5386,Non,Non,Non,Non,0.79114,5387,Mahdia,El Djem
5387,Non,Non,Non,Non,0.79114,5388,Mahdia,Essouassi
5388,Non,Non,Non,Non,0.79114,5389,Mahdia,Bou Merdès
5389,Non,Non,Non,Non,0.87161,5390,Mahdia,Essouassi
5390,Non,Non,Non,Non,0.79114,5391,Mahdia,Ksour Essef
5391,Non,Non,Non,Non,0.73882,5392,Mahdia,El Djem
5392,Non,Non,Non,Non,1.22674,5393,Mahdia,El Djem
5393,Oui,Non,Non,Non,0.73882,5394,Mahdia,Melloulech
5394,Non,"Oui, une voiture de fonction",Non,Non,0.74687,5395,Mahdia,Chorbane
5395,Non,"Oui, une voiture personelle",Non,Non,0.87161,5396,Mahdia,Hebira
5396,Non,Non,Non,Non,0.87161,5397,Mahdia,Ksour Essef
5397,Non,Non,Non,Non,0.95818,5398,Mahdia,Hebira
5398,Non,Non,Non,Non,0.79114,5399,Mahdia,Ouled Chamekh
5399,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5400,Mahdia,Hebira
5400,NSP,Non,Non,NSP,0.79114,5401,Mahdia,Sidi Alouane
5401,Non,Non,Non,Non,0.73882,5402,Mahdia,El Djem
5402,Non,Non,Non,Non,0.79114,5403,Mahdia,Bou Merdès
5403,Non,"Oui, une voiture personelle",Non,Non,0.79114,5404,Mahdia,Ksour Essef
5404,NSP,Non,Non,Non,0.87161,5405,Mahdia,Essouassi
5405,Non,Non,Non,Non,0.79114,5406,Mahdia,El Djem
5406,Non,"Oui, une voiture personelle",Non,Non,0.79114,5407,Mahdia,Mahdia
5407,Non,"Oui, une voiture personelle",Non,Non,0.84688,5408,Mahdia,Sidi Alouane
5408,NSP,Non,Non,Non,0.73882,5409,Mahdia,Sidi Alouane
5409,Non,"Oui, une voiture personelle",Non,Non,0.73882,5410,Mahdia,Essouassi
5410,Non,"Oui, une voiture personelle",Non,Non,0.79114,5411,Mahdia,Bou Merdès
5411,Non,"Oui, une voiture personelle",Non,Non,0.84688,5412,Mahdia,Sidi Alouane
5412,Non,Non,Non,Non,0.73882,5413,Mahdia,Mahdia
5413,Non,"Oui, une voiture personelle",Non,Oui,1.22674,5414,Mahdia,Mahdia
5414,Non,"Oui, une voiture personelle",Non,Non,0.73882,5415,Mahdia,Sidi Alouane
5415,Non,Non,Non,Non,0.74252,5416,Mahdia,Mahdia
5416,Non,Non,Non,Non,0.74252,5417,Mahdia,Sidi Alouane
5417,Non,Non,Non,Non,0.73882,5418,Mahdia,Melloulech
5418,Non,Non,Non,Non,0.74252,5419,Mahdia,Melloulech
5419,Non,"Oui, une voiture personelle",Non,Non,0.73882,5420,Mahdia,Essouassi
5420,NSP,Non,Non,Non,0.79114,5421,Mahdia,Mahdia
5421,NSP,"Oui, une voiture personelle",Non,Non,0.73882,5422,Mahdia,Ksour Essef
5422,Non,"Oui, une voiture personelle",Non,Non,0.79114,5423,Mahdia,El Djem
5423,Non,Non,Non,Non,0.73882,5424,Mahdia,Mahdia
5424,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5425,Mahdia,Ksour Essef
5425,Oui,"Oui, une voiture personelle",Non,Non,0.79114,5426,Mahdia,El Djem
5426,NSP,"Oui, une voiture de fonction",Non,Non,0.74687,5427,Mahdia,Ksour Essef
5427,Non,Non,Non,Non,0.74687,5428,Mahdia,El Djem
5428,Non,"Oui, une voiture personelle",Non,Non,0.87161,5429,Mahdia,Melloulech
5429,Non,Non,Non,Non,0.79114,5430,Mahdia,Hebira
5430,Non,Non,Non,Non,0.84688,5431,Mahdia,El Djem
5431,Non,"Oui, une voiture personelle",Non,Non,0.79114,5432,Mahdia,Ksour Essef
5432,NSP,Non,Non,Non,0.79114,5433,Mahdia,El Djem
5433,Non,Non,Non,Non,0.73882,5434,Mahdia,Mahdia
5434,Non,"Oui, une voiture personelle",Oui,Non,0.79114,5435,Mahdia,Melloulech
5435,Non,"Oui, une voiture personelle",Non,Non,0.95818,5436,Mahdia,El Djem
5436,Non,Non,Non,Non,0.79114,5437,Mahdia,Mahdia
5437,Non,Non,Non,Non,0.87161,5438,Mahdia,Hebira
5438,Non,Non,Non,Non,0.87161,5439,Mahdia,Sidi Alouane
5439,Non,Non,Non,Non,0.74252,5440,Mahdia,Ksour Essef
5440,Non,Non,Non,Non,0.79114,5441,Mahdia,Mahdia
5441,Non,"Oui, une voiture personelle",Non,Non,0.74252,5442,Mahdia,Bou Merdès
5442,Non,"Oui, une voiture de fonction",Non,Non,0.74252,5443,Mahdia,Chorbane
5443,Non,"Oui, une voiture personelle",Non,Non,0.84688,5444,Mahdia,Chebba
5444,NSP,"Oui, une voiture personelle",Non,Non,0.79114,5445,Mahdia,Chorbane
5445,Non,Non,Non,Non,0.74687,5446,Mahdia,Ksour Essef
